Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime
1.338,0.204,239.26,5.6,0,0,17,4/21/2007 5:45
0.172,0.144,237.56,0.8,0,0,1,8/23/2008 10:48
2.3,0.386,242.32,9.6,0,2,28,12/13/2009 13:55
1.246,0,242.77,5,0,0,18,6/26/2010 5:38
0.352,0.126,243.57,1.4,0,0,0,4/21/2008 11:53
0.424,0.214,240.3,2,0,0,0,5/1/2008 3:07
1.412,0,242.41,5.8,0,0,18,3/13/2009 17:10
1.816,0.33,239.85,9.2,15,0,1,7/6/2008 12:55
0.392,0.076,246.11,1.6,0,1,0,2/16/2009 1:07
2.716,0.244,238.3,11.6,0,21,18,4/8/2008 13:30
0.324,0.082,240.67,1.4,0,0,1,4/24/2008 9:12
0.652,0.218,240.76,2.8,0,0,1,6/7/2008 2:24
0.308,0.264,243.13,1.6,0,1,1,8/3/2009 3:34
2.414,0.056,243.83,9.8,0,0,0,12/23/2006 2:44
0.432,0.084,242.58,2,0,0,0,1/18/2008 2:11
0.336,0.114,242.21,1.4,0,0,0,1/4/2008 1:19
1.486,0.206,241.43,6.2,0,2,18,12/31/2009 8:29
0.664,0.132,242.33,2.8,0,2,0,2/1/2009 9:56
0.224,0,243.33,1,0,0,0,10/20/2007 5:19
0.528,0.202,240.96,2.2,0,1,1,8/20/2009 23:31
0.388,0.196,239.82,1.8,0,1,0,10/11/2008 4:28
0.314,0.218,240.9,1.6,0,0,0,7/13/2007 14:04
0.568,0.264,246.33,2.4,0,0,1,9/4/2009 22:25
1.548,0,245.44,6.2,0,0,18,2/7/2007 15:02
2.098,0.468,236.94,9,0,3,17,2/28/2009 17:43
0.42,0.32,244.79,2.2,0,1,0,1/7/2007 9:40
2.684,0.08,239.65,11.2,0,0,18,1/4/2010 19:52
1.434,0.07,241.93,5.8,0,0,18,3/3/2009 16:10
0.304,0.088,245.06,1.2,0,0,0,2/21/2008 3:36
0.69,0.108,241.26,3,0,1,1,7/23/2010 23:14
0.29,0.138,244.63,1.4,0,0,0,1/10/2007 2:57
1.274,0,238.24,5.2,0,0,17,2/18/2008 8:12
2.432,0.08,238.85,10.2,1,1,18,11/26/2010 8:00
0.43,0.054,240,2,0,0,0,11/1/2008 17:39
7.112,0.306,230.62,30.8,36,35,16,9/28/2007 8:10
0.19,0.094,241.59,1.2,0,0,3,8/19/2008 7:10
0.158,0,239.83,0.6,0,0,1,6/9/2008 2:05
0.794,0.206,237.23,3.4,0,0,1,10/5/2009 19:25
1.014,0.068,240.14,4.2,0,0,1,4/8/2010 18:56
0.202,0.134,240.45,1,0,0,0,8/22/2007 14:07
1.832,0.248,241.14,7.6,0,2,0,2/9/2007 20:42
0.318,0.108,243.31,1.4,0,0,0,3/20/2007 1:37
0.332,0.198,243.61,1.6,0,1,0,9/5/2010 6:04
0.198,0,240.69,1,0,0,0,9/13/2008 0:50
1.446,0.24,238.81,6,0,1,18,6/14/2008 7:32
1.358,0.21,238.84,5.6,0,0,18,9/5/2008 8:19
0.442,0.066,239.09,2,0,0,0,1/13/2008 10:36
0.222,0.14,243.86,1,0,0,0,9/4/2007 2:52
2.422,0.09,240.19,10,0,0,18,12/30/2006 9:38
0.324,0.05,236.97,1.4,0,1,1,5/5/2010 2:25
0.276,0.078,245.22,1.2,0,1,1,9/25/2010 0:28
0.124,0,241.77,0.6,0,0,0,9/6/2007 3:40
1.638,0.172,237.91,6.8,0,0,19,10/18/2009 17:59
0.498,0.07,241.15,2,0,0,1,3/5/2010 0:55
0.332,0.1,242.23,1.4,0,0,1,4/14/2010 3:05
0.26,0.048,245.36,1.2,0,0,0,1/13/2009 5:32
0.424,0.056,242.01,1.8,0,0,0,6/14/2010 18:41
0.184,0.098,242.14,0.8,0,1,0,9/21/2007 15:12
0.404,0.18,239.93,1.8,0,1,1,10/2/2010 10:50
0.644,0.296,241.7,3,0,0,0,10/21/2007 17:52
0.334,0.046,238.72,1.4,0,1,0,11/10/2008 20:14
1.532,0,240.33,6.4,0,1,18,9/18/2010 21:22
0.358,0.09,245.22,1.6,0,2,0,12/17/2008 3:15
0.23,0.048,247.39,1,0,0,0,1/31/2009 0:30
1.318,0,239.07,5.4,0,0,18,4/7/2009 11:04
1.586,0.064,242.24,6.4,0,0,18,12/23/2007 11:58
0.324,0.146,240.63,1.4,0,0,0,1/18/2007 12:36
0.4,0.216,240.85,2.2,0,1,0,8/27/2007 7:11
1.388,0.17,240.06,5.8,0,1,18,1/12/2007 9:46
1.07,0.08,240.34,4.4,0,0,0,3/16/2007 23:43
0.336,0.13,246.51,1.4,0,0,0,2/18/2008 16:17
0.454,0.148,241.22,2,0,1,0,10/1/2010 1:35
0.458,0.094,237.71,2.2,0,1,0,9/11/2008 11:33
0.358,0.084,245.94,1.4,0,0,0,1/29/2009 6:25
3.252,0.546,237.38,13.8,0,0,18,12/1/2009 9:26
0.256,0,245.52,1,0,0,0,2/25/2009 0:08
3.122,0.126,241.99,12.8,0,16,18,1/15/2008 14:27
1.738,0,237.5,7.2,0,0,0,11/25/2010 17:49
0.33,0.128,242.2,1.4,0,0,0,3/1/2007 3:25
1.278,0.062,237.23,5.4,0,0,17,5/7/2010 15:38
0.778,0,236.27,3.2,0,0,0,8/7/2007 1:24
0.368,0.356,242.59,2,0,1,0,7/14/2007 13:26
0.726,0,242.86,3,0,0,1,12/27/2009 12:17
0.326,0.114,244.45,1.4,0,0,0,11/25/2007 2:09
0.118,0,242.18,0.6,0,0,0,4/21/2007 6:48
1.522,0.092,242.96,6.2,0,1,19,1/26/2010 22:54
0.128,0,238.08,0.6,0,0,0,7/26/2007 0:02
0.132,0,241.52,0.6,0,0,0,7/12/2007 4:30
0.328,0,243.6,1.6,0,0,0,1/31/2008 2:05
2.706,0.294,238.68,11.4,1,0,18,4/11/2009 20:57
3.912,0.218,240.11,16.2,38,1,1,9/20/2010 22:14
0.378,0.086,243.86,1.6,0,0,0,4/5/2009 6:27
0.33,0.112,242.6,1.4,0,1,1,3/6/2010 6:36
1.03,0.306,236.05,4.6,1,0,0,6/7/2008 19:51
5.386,0.206,236.13,23,0,0,18,2/15/2010 7:35
0.25,0.112,238.21,1.2,0,0,1,7/31/2010 16:08
1.744,0.048,237.14,7.4,0,0,17,1/4/2008 10:16
1.586,0.078,238.57,6.8,0,0,17,3/26/2007 11:14
1.696,0.234,238.68,7,1,5,18,2/23/2008 14:10
1.318,0.104,243.64,5.4,0,0,18,8/25/2009 10:33
1.296,0.054,242.78,5.2,0,0,19,9/20/2010 8:48
1.656,0.092,240.23,6.8,1,1,18,11/14/2008 21:51
0.482,0.13,241.93,2,0,1,0,7/1/2007 4:30
0.332,0.082,243.73,1.4,0,0,0,4/20/2009 2:43
1.1,0.158,238.41,4.6,0,0,12,8/27/2009 7:26
0.336,0.11,243.74,1.4,0,0,0,2/12/2008 1:53
2.558,0.206,242.86,10.6,0,0,19,12/5/2009 7:43
1.904,0.144,240.98,8,0,0,19,4/27/2009 6:48
0.208,0.106,241.93,1,0,0,1,8/3/2009 7:02
1.484,0.054,242.08,6.2,0,0,18,1/10/2008 5:13
1.49,0.212,239.15,6.2,0,1,19,3/3/2010 10:23
0.416,0.074,242.81,1.6,0,0,0,2/22/2009 4:44
0.236,0.09,242.13,1,0,0,0,8/2/2010 0:23
0.156,0,241.41,0.6,0,0,1,8/7/2010 12:03
0.392,0.114,242.96,1.6,0,2,1,5/2/2009 19:49
1.558,0.128,244.85,6.4,0,0,19,3/12/2010 15:34
0.294,0,241.55,1.2,0,0,0,3/9/2008 9:50
0.252,0.112,238.89,1.2,0,0,0,7/30/2010 18:25
1.432,0.104,239.4,6,0,0,0,4/17/2009 5:37
0.488,0.328,241.97,2.4,0,2,1,7/20/2010 0:45
5.958,0.08,236.76,25,0,0,17,1/8/2008 6:29
0.2,0.12,239.33,1,0,2,0,5/10/2007 23:21
0.37,0.162,245.95,1.6,0,0,0,11/17/2009 6:48
1.486,0.196,244.88,6,0,0,19,1/3/2007 14:37
0.202,0.108,243.37,1,0,0,0,9/4/2007 3:40
0.34,0.118,244.98,1.4,0,0,1,11/18/2009 23:36
2.248,0.436,238.46,9.6,1,2,1,11/21/2009 21:15
0.332,0.18,237.53,1.6,0,0,0,5/14/2007 14:00
0.434,0.212,240.8,2,0,2,1,5/20/2009 2:34
0.394,0.174,245.05,1.8,0,2,0,1/29/2009 0:01
0.316,0,247.8,1.4,0,0,0,12/4/2009 4:45
1.302,0,237.87,5.4,0,0,17,2/5/2007 9:12
2.394,0.164,235.22,10.2,0,0,17,4/19/2008 20:34
0.288,0.226,241.77,1.4,0,2,1,7/12/2009 12:23
0.304,0.214,241.65,1.4,0,1,0,7/7/2008 0:50
0.726,0.072,245.06,3,0,1,1,2/9/2010 17:18
0.262,0.086,241.62,1.2,0,1,0,9/4/2009 13:39
0.486,0.114,235.31,2,0,0,0,8/4/2007 1:52
2.606,0.29,232.31,11.2,0,0,17,11/18/2008 19:02
0.236,0,240.16,1,0,0,1,10/12/2008 17:07
2.186,0.194,238.44,9.2,0,0,0,2/21/2008 21:44
1.24,0.08,233.73,5.2,0,0,17,5/6/2010 9:43
0.264,0,248.15,1,0,0,1,10/29/2010 2:51
0.242,0,242.75,1,0,0,0,9/6/2010 2:15
1.194,0.046,238.94,5,0,0,0,2/23/2008 8:35
1.406,0,239.91,5.8,0,0,17,3/23/2008 11:06
0.34,0.094,241.4,1.4,0,1,1,6/13/2009 0:29
0.344,0.232,241.89,1.6,0,1,0,7/16/2009 11:48
0.316,0.244,238.14,1.6,0,0,0,6/16/2008 13:32
0.3,0.104,242.46,1.4,0,1,1,6/9/2009 4:03
4.818,0.088,244.73,19.8,51,0,20,1/30/2010 15:46
1.79,0.078,241.32,7.4,0,0,17,2/16/2009 20:43
1.394,0.064,237.23,5.8,1,0,18,10/14/2009 8:59
1.316,0.196,235.28,6.2,1,1,0,6/7/2007 20:43
1.494,0.186,243.73,6,0,0,18,11/14/2007 23:42
0.328,0,244.73,1.4,0,0,0,1/31/2008 5:34
0.42,0.238,244.12,2,0,1,0,12/20/2008 5:24
0.394,0.096,240.56,1.6,0,0,1,10/15/2008 1:30
2.722,0.31,239.98,11.4,1,2,18,1/18/2009 22:16
2.632,0,240.02,11,38,0,0,1/16/2007 9:40
2.27,0.164,236.27,9.6,0,0,17,1/28/2008 8:19
0.894,0.058,241.38,3.6,0,1,1,4/5/2010 20:04
0.08,0,241.29,0.2,0,0,1,8/14/2008 15:41
0.212,0.108,242.97,1,0,0,0,7/1/2008 7:19
0.33,0,237.7,1.6,0,0,1,5/22/2008 14:10
2.074,0.074,243.73,8.4,0,0,0,10/31/2010 3:05
1.784,0.396,243,7.4,0,0,19,1/31/2010 13:08
1.366,0,241.3,5.6,0,0,17,4/1/2007 1:49
0.474,0.064,242.6,2.4,0,0,0,10/30/2008 20:17
1.936,0,240.28,8,0,0,0,1/6/2008 10:01
0.354,0.208,240.83,1.6,0,2,1,9/3/2010 17:18
0.27,0,242.68,1,0,0,0,12/27/2009 1:13
0.22,0.094,234.52,1,0,0,0,5/12/2007 1:37
2.488,0.074,240.41,10.2,0,0,12,10/7/2009 21:29
1.352,0.056,240.23,5.6,0,0,17,10/23/2007 12:03
0.57,0.11,240.43,2.6,0,0,0,11/22/2007 15:14
1.16,0.058,227,5,0,0,16,5/28/2009 11:36
4.234,0.838,235.9,18.8,14,1,18,2/6/2010 18:52
1.396,0.074,241.91,5.8,0,0,18,2/3/2009 8:50
0.37,0.11,240.06,1.8,0,0,1,9/9/2010 9:45
0.294,0.088,242.38,1.2,0,2,0,3/13/2007 3:02
0.258,0.222,236.22,1.4,0,0,0,8/5/2007 13:21
0.538,0.136,244.96,2.4,0,0,1,10/30/2009 0:20
0.492,0.198,240.16,2.2,0,1,1,5/3/2008 6:13
1.334,0.064,246.5,5.4,0,0,18,12/8/2008 14:32
4.25,0,237.12,17.8,0,37,18,6/8/2008 21:51
0.334,0.162,246.94,1.4,0,0,0,1/25/2007 6:10
0.218,0,239.93,1,0,0,0,2/1/2008 20:33
0.358,0.3,240.67,1.8,0,2,1,6/25/2008 18:55
0.264,0.126,242.6,1.2,0,0,1,7/3/2009 12:56
0.608,0.13,243.84,2.8,0,0,0,6/11/2007 23:22
1.172,0.076,233.19,5,0,0,16,8/1/2007 14:22
0.226,0,241.47,0.8,0,0,1,10/29/2009 5:26
1.472,0.074,241.22,6,0,0,18,10/15/2010 15:03
2.138,0.166,243.2,9,0,25,0,3/25/2007 16:47
1.558,0.062,243.33,6.4,2,0,0,9/12/2010 22:55
0.218,0,242.41,1,0,0,0,2/14/2007 5:06
1.372,0.054,243.95,5.6,0,0,18,12/14/2008 2:57
4.596,0.302,238.62,19.2,1,37,0,11/24/2009 20:51
0.082,0,242.94,0.2,0,0,0,8/24/2008 5:50
0.306,0.242,242.31,1.6,0,0,1,8/1/2009 13:20
0.426,0.2,241.57,1.8,0,0,0,4/15/2010 18:42
0.288,0.156,243.65,1.4,0,2,0,1/12/2007 14:20
1.56,0.14,245.87,7.2,0,1,0,12/14/2009 6:33
2.476,0,240.68,10.6,0,0,18,9/26/2009 6:57
3.204,0.488,236.19,13.8,1,5,17,11/23/2007 13:09
1.342,0,243.53,5.4,0,0,19,3/14/2007 13:14
1.706,0.354,243.77,7,1,1,19,3/8/2010 10:13
0.432,0.23,239.61,2,0,1,1,10/9/2008 19:03
1.626,0.268,244,6.8,0,0,18,4/3/2009 14:34
0.192,0.126,241.36,1,0,1,0,8/28/2007 18:03
0.714,0.108,243.14,3,0,2,1,4/21/2009 23:07
0.146,0,242.53,0.6,0,0,1,8/19/2009 4:47
0.296,0,240.57,1.2,0,0,0,11/7/2008 1:07
0.244,0,243.54,1,0,0,0,11/21/2007 0:09
0.216,0,248.08,0.8,0,0,0,1/10/2009 1:44
1.826,0.058,239.25,7.6,1,0,18,5/17/2010 21:20
2.764,0,239.8,11.6,0,0,17,11/20/2007 8:33
1.092,0.054,240.16,4.6,0,0,0,2/13/2009 21:41
0.808,0.062,249.72,3.2,0,0,1,1/26/2010 16:19
0.128,0,237.31,0.6,0,0,0,7/25/2007 1:20
0.396,0.214,247,1.8,0,0,0,12/31/2008 2:24
2.726,0,241.64,11.2,0,1,18,3/30/2008 0:43
3.96,0.088,239.79,16.4,0,41,18,11/16/2007 14:00
1.33,0.11,238.25,5.6,2,1,18,6/18/2008 9:05
1.298,0.102,241.69,5.4,0,1,19,9/13/2009 7:15
0.878,0.126,242.28,3.6,0,0,1,3/18/2010 23:04
0.504,0.24,241.12,2.2,1,1,0,11/18/2007 1:54
0.126,0,240.93,0.4,0,0,0,9/29/2009 2:08
1.248,0,239.2,5.2,0,0,18,7/3/2008 13:50
1.854,0.154,238.96,7.8,0,1,0,3/14/2008 20:59
1.792,0.218,237.47,7.6,1,1,17,3/13/2007 18:54
3.06,0.28,238.03,12.8,1,0,18,10/1/2009 21:24
0.214,0,242.09,1,0,0,1,8/27/2009 3:53
0.216,0,247.67,0.8,0,0,0,12/18/2007 4:49
0.27,0,246.19,1,0,0,1,5/15/2010 6:28
0.32,0.09,242.93,1.4,0,1,1,11/22/2009 3:53
0.904,0.266,245.19,3.8,0,0,0,10/21/2009 16:29
2.342,0.06,239.38,9.8,1,0,0,11/29/2007 21:17
0.426,0.23,243.7,2,0,0,1,4/26/2010 8:05
0.252,0.112,238.83,1.2,0,0,0,9/25/2008 15:18
0.264,0.212,239.47,1.4,0,1,0,9/4/2007 5:05
3.05,0.24,238.35,13.2,0,1,18,6/18/2008 7:09
0.386,0.252,243.56,2,0,1,0,1/11/2007 4:56
2.582,0.118,236.94,10.8,1,0,17,1/5/2007 21:26
0.252,0.122,241.69,1.2,0,0,1,8/8/2010 0:25
0.222,0,242.5,1,0,0,0,2/4/2008 1:27
1.714,0.076,240.07,7.6,0,0,18,10/12/2010 10:49
1.394,0.2,234.33,6,0,0,17,8/9/2007 7:41
0.498,0.242,241.95,2.4,0,1,1,4/14/2009 3:31
2.048,0.362,238.11,9.2,0,1,18,5/17/2009 19:20
0.262,0.116,240.55,1.2,0,0,1,6/16/2009 16:48
0.33,0.09,245.49,1.4,0,0,0,11/21/2010 6:31
0.438,0.198,241.49,2,0,2,1,8/19/2009 0:21
2.756,0.216,237.56,11.6,0,2,17,5/14/2008 20:28
1.448,0.328,237.78,6.2,0,1,18,6/27/2010 18:18
0.632,0.462,239.76,3.2,0,1,1,5/14/2008 11:41
1.338,0.076,240.34,5.6,0,0,18,6/2/2010 8:12
0.23,0.062,242.57,1,0,0,1,9/16/2010 15:42
2.446,0.694,235.24,11,0,0,18,10/7/2008 10:48
0.576,0,241.28,2.4,0,0,1,2/1/2010 18:23
0.134,0,237.88,0.6,0,0,1,6/25/2008 10:23
0.664,0.234,241.23,2.8,0,1,1,5/18/2010 22:40
0.12,0,238.85,0.6,0,0,0,9/10/2007 14:36
3.604,0,238.34,15,38,0,19,10/19/2009 8:08
0.304,0.088,243.2,1.2,0,2,1,11/28/2009 5:56
0.452,0.32,243.5,2.2,0,2,1,7/9/2010 20:37
1.886,0.168,240.38,7.8,0,1,18,4/2/2010 9:18
0.212,0.114,243.65,1,0,0,1,7/25/2009 5:49
0.486,0.166,240.34,2.2,0,0,1,7/2/2009 14:09
1.242,0.086,237.98,5.2,0,0,18,8/15/2007 13:44
0.396,0.196,241.32,1.8,0,0,0,10/11/2007 2:14
1.384,0.068,237.31,5.8,0,2,0,3/11/2009 19:16
0.32,0.102,242.12,1.4,0,1,1,5/1/2008 5:46
1.086,0.182,244.07,4.6,0,1,0,2/7/2008 23:12
0.288,0.204,236.1,1.4,0,1,1,8/4/2008 5:05
0.08,0,240.44,0.2,0,0,0,8/29/2008 17:38
0.448,0.126,246.57,1.8,0,2,1,1/8/2010 16:32
2.886,0.234,240.41,12,0,1,18,9/13/2008 14:52
2.718,0.164,238.84,11.4,0,1,18,12/15/2008 7:51
2.762,0.194,239.04,11.4,0,1,18,10/18/2009 1:44
3.488,0,232.63,15,36,0,16,5/18/2007 15:03
0.32,0.118,244.65,1.4,0,0,1,10/27/2009 23:43
1.476,0.072,244.65,6,0,0,18,1/7/2009 8:46
0.748,0.11,241.62,3.2,0,0,1,2/24/2010 7:12
0.25,0.046,244.75,1,0,0,0,1/7/2008 2:15
0.34,0.068,242.37,1.4,0,0,1,5/21/2010 6:30
0.476,0.362,249.54,2.4,0,2,0,2/7/2009 3:53
0.522,0.316,240.08,2.4,0,2,0,5/13/2010 0:19
0.344,0.07,242.78,1.4,0,0,1,10/5/2010 4:33
1.816,0.214,237.7,8,0,24,0,10/3/2007 14:27
1.386,0.09,237.85,5.8,0,0,18,2/26/2008 13:29
0.386,0.326,238.36,2,0,1,0,8/26/2007 20:13
0.52,0.092,240.57,2.2,0,0,0,4/13/2009 11:34
0.316,0.148,240.93,1.4,0,0,0,1/18/2007 13:15
0.176,0.152,240.78,0.8,0,0,1,8/6/2008 14:39
0.77,0.188,242.93,3.2,0,1,0,2/15/2008 20:45
0.272,0,241.14,1.2,0,0,1,10/14/2008 17:18
0.206,0.092,241.07,1,0,1,0,7/14/2007 3:41
0.292,0.196,242.1,1.4,0,0,0,9/26/2008 17:56
2.66,0.3,234.72,11.4,0,1,18,10/23/2010 18:30
4.116,0.338,237.01,17.4,1,1,17,3/25/2007 20:20
0.85,0.074,240.12,3.6,0,0,0,10/26/2007 21:06
0.124,0.056,242.94,0.8,0,0,1,8/11/2008 20:32
0.298,0,242.41,1.2,0,0,0,4/21/2009 15:51
1.522,0,240.98,6.2,0,0,18,3/7/2007 7:03
0.436,0.262,241.7,2,1,1,1,7/16/2008 13:14
0.734,0.226,245.46,3,0,0,0,1/27/2007 0:17
1.48,0.192,240.22,6.2,0,0,18,12/22/2006 15:38
2.63,0.26,240.08,11,0,0,17,3/8/2008 17:55
0.202,0,245.62,0.8,0,0,0,12/21/2006 6:52
0.266,0.096,236.85,1.2,0,0,0,4/25/2007 0:20
0.234,0.046,244.25,1,0,0,0,11/28/2008 0:02
0.246,0.112,243.08,1,0,2,1,5/31/2008 4:47
0.298,0.09,242.91,1.2,0,2,0,3/12/2007 5:10
3.172,0.128,243.42,13,0,21,18,1/17/2007 15:30
0.318,0,240.43,1.2,0,0,1,9/24/2008 1:18
0.248,0.256,240.92,1.4,0,0,1,8/22/2008 1:58
0.324,0.108,244.87,1.4,0,0,0,2/8/2008 2:10
3.18,0.244,237.53,14.6,0,0,0,12/11/2007 16:54
4.814,0.372,232.01,20.8,36,0,17,11/9/2008 19:15
1.296,0,241.61,5.2,0,0,18,2/27/2007 20:32
0.392,0.226,242.31,1.8,0,1,0,8/4/2009 8:33
1.65,0.072,239.07,7,0,0,17,1/14/2008 10:02
1.508,0.156,244.41,6.2,0,0,19,1/3/2010 2:01
0.45,0.12,238.15,2,0,1,0,5/8/2009 8:38
1.304,0.072,241.97,5.4,0,2,0,7/22/2010 2:33
0.198,0.11,241.66,1,0,1,0,7/6/2007 16:31
0.324,0.124,242.72,1.4,0,0,0,3/4/2007 5:45
1.138,0.05,235.96,4.8,0,0,17,6/25/2007 9:43
0.516,0.088,241.53,2,0,0,0,12/25/2008 22:37
1.36,0.148,241.25,5.6,1,0,0,1/21/2007 22:49
0.59,0.31,240.97,2.8,0,1,1,6/6/2010 18:26
0.626,0.304,238.9,2.8,0,1,0,9/23/2007 7:36
0.166,0.138,239.82,0.8,0,2,1,8/10/2008 0:51
2.46,0.162,234.52,10.4,0,2,18,4/6/2008 19:05
0.864,0.474,239.47,4,0,1,0,9/29/2009 19:35
0.346,0.148,248.68,1.4,0,0,1,1/11/2010 1:50
3.758,0.304,243.47,16,29,1,18,3/23/2008 14:50
4.418,0.34,236.02,19,0,47,17,11/24/2007 11:25
0.316,0.092,242.54,1.4,0,0,0,7/7/2009 10:09
0.13,0,242.36,0.6,0,0,0,7/7/2007 3:45
1.502,0.196,239.73,6.2,0,1,1,4/17/2009 4:23
2.608,0.078,238.99,11,0,38,0,7/6/2007 19:20
0.214,0.11,234.75,1,0,0,0,5/11/2007 20:37
0.372,0.098,241.81,1.6,0,2,0,11/7/2007 16:25
0.332,0.092,244.43,1.4,0,0,0,11/25/2010 4:47
0.672,0.218,240.69,2.8,0,0,1,7/17/2008 0:08
1.71,0.234,238.14,7.4,0,1,0,10/2/2007 21:39
1.158,0.154,238.52,4.8,2,1,1,11/7/2010 13:25
0.478,0,245.34,2.6,0,0,5,3/7/2007 16:25
0.328,0.118,242.79,1.4,0,0,0,3/10/2007 1:38
0.92,0.292,239.24,4,0,0,12,8/6/2010 9:20
1.524,0,246.43,6.2,0,0,18,11/27/2007 23:11
0.72,0.358,239.17,3.4,1,0,1,5/9/2009 11:54
0.448,0.224,243.61,2,0,0,0,10/1/2008 15:57
1.4,0.066,240.31,5.8,0,1,19,11/6/2010 2:42
3.586,0.4,235.04,15.2,1,0,17,1/13/2007 20:42
0.776,0,239.8,3.2,0,0,1,6/7/2010 21:57
0.438,0,239.35,1.8,0,0,1,4/15/2009 4:01
0.16,0,240.92,0.6,0,0,1,6/6/2008 19:14
1.308,0.048,238.48,5.4,0,0,17,3/10/2008 12:18
0.4,0.076,239.68,1.6,0,0,0,9/19/2010 2:07
0.466,0.186,236.04,2.2,0,1,0,5/2/2007 1:59
1.296,0.052,241.09,5.4,0,0,18,11/29/2007 13:08
1.79,0.224,234.73,7.6,0,0,0,11/25/2008 18:31
4.516,0.202,231.97,19.4,1,35,16,5/14/2007 21:21
0.334,0.068,241.13,1.4,0,0,0,10/1/2010 4:40
0.234,0,243.24,1,0,0,1,4/2/2010 4:43
1.474,0.112,242.26,6,1,0,18,11/28/2009 13:33
0.572,0.054,236.95,2.6,0,0,1,7/21/2008 13:17
0.228,0,245.09,1,0,0,0,2/12/2008 4:04
1.6,0.086,240.32,6.6,0,0,18,7/23/2009 8:46
0.394,0.272,242.66,2,0,1,1,6/3/2009 22:59
0.534,0,242.09,2.2,0,0,0,8/31/2010 16:04
1.828,0,240.71,7.6,0,0,18,11/15/2010 7:02
0.344,0.072,240.14,1.4,0,0,0,10/22/2008 23:50
0.488,0.136,245.86,2,0,0,0,11/28/2008 23:25
0.292,0.06,244.55,1.2,0,0,0,10/21/2007 5:18
1.248,0.074,240.44,5.4,0,0,17,2/22/2009 7:10
2.036,0.216,232.39,8.8,0,0,0,11/11/2010 19:07
0.13,0,244.13,0.4,0,0,1,10/1/2009 3:35
0.242,0,243.29,1,0,0,0,4/27/2010 18:06
0.76,0.474,238.56,3.8,1,2,0,6/12/2010 14:11
1.736,0.05,243.11,7,1,0,0,12/21/2008 21:23
1.27,0.086,240.97,5.2,0,0,18,4/19/2007 9:05
0.164,0,242.46,0.6,0,0,1,8/10/2009 6:15
0.404,0.176,240.3,1.8,0,1,1,10/9/2010 4:49
0.112,0,234.12,0.6,0,0,0,5/11/2007 1:04
0.372,0.076,242.81,1.6,0,0,1,10/16/2008 0:36
0.232,0,245.03,1,0,0,0,3/31/2008 3:33
0.486,0.208,236.32,2.2,0,1,0,5/15/2007 16:59
3.774,0,238.85,15.8,38,0,18,12/9/2009 22:34
2.902,0.13,235.77,12.2,0,0,17,2/16/2009 18:54
0.764,0.132,240.61,3.2,0,0,0,12/19/2006 7:03
0.318,0.188,240.74,1.6,0,0,1,6/18/2008 12:30
1.46,0.09,239.25,6,2,0,18,4/1/2007 1:10
1.428,0.154,244.65,5.8,0,2,19,12/20/2006 2:52
0.316,0.068,242.49,1.2,0,0,1,10/12/2008 1:17
0.316,0,237.97,1.2,0,0,1,5/5/2010 5:36
1.36,0.078,239.87,5.6,0,1,17,1/19/2008 10:30
0.348,0.116,243.57,1.4,0,0,1,12/8/2009 1:52
0.172,0,241.54,0.8,0,0,1,6/1/2010 5:14
0.314,0.074,243.88,1.2,0,0,1,4/14/2010 6:33
1.428,0.172,239.09,6,0,2,18,5/20/2009 8:48
0.29,0.2,236.04,1.4,0,0,0,7/23/2007 2:50
2.482,0.06,239.91,10.2,1,0,29,4/30/2008 2:19
2.52,0.198,240.66,10.4,0,0,17,1/1/2008 5:45
1.462,0.176,239.78,6,0,0,18,1/6/2008 15:29
2.224,0.33,238.52,9.4,0,4,0,11/5/2008 16:48
1.572,0.348,243.47,6.6,0,1,19,3/29/2010 5:13
0.352,0.096,242.86,1.4,0,0,1,5/10/2008 0:20
2.916,0.21,239.31,12.2,0,1,30,9/22/2010 20:34
4.462,0.068,238.19,18.8,0,0,17,11/17/2007 8:37
5.902,0.338,234.69,25,44,2,17,11/22/2009 21:02
0.45,0.058,241.97,2.2,0,0,1,5/12/2008 19:53
0.322,0.098,246.4,1.4,0,1,1,2/23/2010 15:42
0.412,0.2,242.52,1.8,0,0,0,10/10/2007 0:55
2.628,0.11,240.85,10.8,0,0,17,12/28/2007 20:39
1.736,0.238,238.58,7.2,0,0,18,6/7/2008 11:09
0.288,0.08,243.34,1.2,0,1,0,4/5/2008 4:28
0.366,0.104,243.12,1.6,0,2,1,12/4/2009 17:56
0.342,0.216,241.27,1.6,0,2,0,7/3/2007 18:08
1.358,0.076,241.46,5.6,0,0,19,10/27/2009 10:38
0.356,0.124,242.55,1.6,0,0,1,3/2/2010 16:19
0.21,0.082,239.4,0.8,0,0,0,6/27/2008 2:04
0.366,0.09,241.75,1.6,0,0,0,3/14/2007 1:29
1.316,0.394,246.69,5.6,0,0,12,10/29/2010 9:59
1.414,0.058,236.84,6,0,0,17,10/6/2007 11:59
1.288,0.104,239.13,5.4,0,0,18,9/8/2009 9:14
2.7,0.05,239.48,11.2,0,0,17,11/26/2007 7:05
0.182,0.108,241.88,0.8,0,0,0,8/18/2007 0:47
3.736,0.284,237.6,15.6,0,39,18,5/2/2010 12:36
0.308,0.098,246.6,1.2,0,1,0,11/29/2007 0:20
